model_config_id,coverage_stratum,analysis_period,metric,questions_expected,questions_paired,rag_n,rag_mean,rag_standard_deviation,rag_median,rag_iqr,rag_p50,rag_p95,web_n,web_mean,web_standard_deviation,web_median,web_iqr,web_p50,web_p95,paired_difference_rag_minus_web_n,paired_difference_rag_minus_web_mean,paired_difference_rag_minus_web_standard_deviation,paired_difference_rag_minus_web_median,paired_difference_rag_minus_web_iqr,paired_difference_rag_minus_web_p50,paired_difference_rag_minus_web_p95,paired_difference_ci95_low,paired_difference_ci95_high,paired_ratio_rag_over_web_mean,paired_ratio_ci95_low,paired_ratio_ci95_high,bootstrap_resamples,bootstrap_cluster
gpt56_sol_high,covered_by_local_corpus,1_primary,time_to_first_token_ms,80,80,80,5365.528396348236,3110.2449741040414,4957.49927702127,4321.916689979844,4957.49927702127,11135.557173460256,80,22930.849844445765,15499.405572313712,17974.627210525796,19993.125382286962,17974.627210525796,57300.65707228496,80,-17565.32144809753,14886.089921923969,-13132.009220484179,19021.14221418742,-13132.009220484179,-2162.54914335441,-20982.381681609077,-14457.804902089703,0.3112497777377067,0.26194335659792956,0.3662670842787688,10000,question_id
gpt56_sol_high,covered_by_local_corpus,1_primary,total_tokens,80,80,80,6247.1125,2617.643495244569,5674.0,4023.25,5674.0,10957.0,80,29651.575,13400.926211873415,24263.0,24709.25,24263.0,50292.4,80,-23404.4625,13529.182845966294,-19630.0,24059.75,-19630.0,-6401.450000000006,-26301.5546875,-20557.099687500002,0.263868960302838,0.22487838304430463,0.30714716571503686,10000,question_id
gpt56_sol_high,covered_by_local_corpus,1_primary,input_tokens,80,80,80,5510.125,2560.458930259242,4945.0,3834.25,4945.0,10414.55,80,28041.75,12838.827688606212,22327.5,23714.25,22327.5,47673.4,80,-22531.625,13105.972811125062,-19053.5,22876.0,-19053.5,-5764.150000000004,-25353.48,-19717.8834375,0.25024830683297705,0.21080323094259223,0.2938195032147979,10000,question_id
gpt56_sol_high,covered_by_local_corpus,1_primary,output_tokens,80,80,80,736.9875,374.2752488037228,708.5,583.75,708.5,1353.2499999999998,80,1609.825,760.3203151603734,1459.5,951.5,1459.5,2988.2,80,-872.8375,675.6864572043509,-787.0,697.25,-787.0,44.499999999999915,-1024.2256249999998,-729.3200000000002,0.4965612535849934,0.44187875404273685,0.5562407561232293,10000,question_id
gpt56_sol_high,covered_by_local_corpus,1_primary,reasoning_tokens,80,80,80,339.3125,252.60078042664853,303.0,353.0,303.0,819.8,80,1102.3625,640.4728522937693,943.0,751.75,943.0,2278.5499999999997,80,-763.05,635.21743312174,-654.5,706.75,-654.5,87.59999999999991,-906.030625,-633.085625,0.3610839056961713,0.29528835671279224,0.4345640691402347,10000,question_id
gpt56_sol_high,covered_by_local_corpus,1_primary,local_retrieval_ms,80,0,80,261.5085953846574,47.39705668762139,278.93953904276714,72.5116802204866,278.93953904276714,316.73340605339035,0,,,,,,,0,,,,,,,,,,,,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,total_estimated_cost_usd,20,20,20,0.00800215,0.0031952917381837397,0.006681,0.001468500000000001,0.006681,0.015462749999999999,20,0.22138021,0.07757379359097137,0.23484660000000002,0.12726164999999998,0.23484660000000002,0.3396129499999999,20,-0.21337805999999998,0.07656590530159654,-0.2279776,0.12529664999999995,-0.2279776,-0.10270875,-0.247136528,-0.18060719400000003,0.039615951794693904,0.032667369764650143,0.047178471186245505,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,end_to_end_ms,20,20,20,4135.842694729217,1305.6093997702385,3569.0900339977816,1281.8106328923022,3569.0900339977816,6623.566048560316,20,48988.27565109823,20888.9531465446,41846.97741174023,19276.08297331608,41846.97741174023,85535.43782392809,20,-44852.43295636901,20502.633348991116,-37769.8066244775,18580.37704869639,-37769.8066244775,-21966.266006592192,-53949.59807146086,-36653.77436607167,0.09514823752818147,0.07905422785779116,0.11237723696673149,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,api_wall_ms,20,20,20,3606.829753491911,1331.6838825917703,3019.017071754206,1234.3728314590408,3019.017071754206,6111.5424391580755,20,48774.08951291873,20881.390193748295,41621.155841014115,19223.677482557832,41621.155841014115,85339.92556380983,20,-45167.259759426815,20490.91817734603,-38088.15881377086,18549.909905079403,-38088.15881377086,-22273.348146447093,-54389.69387556623,-36944.122051762315,0.08301544801016475,0.06828521701903473,0.09963619055132032,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,time_to_first_token_ms,20,20,20,1569.8612063424662,870.9203866502471,1145.343628275441,918.4500528499484,1145.343628275441,3476.3976198737514,20,40688.928331868374,19956.616819388266,34565.54162374232,20807.32297989016,34565.54162374232,75651.68119313895,20,-39119.06712552591,19761.992572023508,-33082.651709235506,20126.859091804363,-33082.651709235506,-17183.11642668268,-48016.87416040077,-31031.53404884295,0.045528050717761157,0.03400056202022385,0.058628668140236186,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,total_tokens,20,20,20,1150.325,326.884386249457,1022.0,70.5,1022.0,1772.1750000000004,20,38553.7,12690.031499483945,40600.25,19309.375,40600.25,59187.675,20,-37403.375,12624.476002544256,-39527.75,19291.875,-39527.75,-20136.125,-42845.72875,-32043.324375,0.03278428847085287,0.027590174946353543,0.03880275426211432,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,input_tokens,20,20,20,951.65,258.38023286784556,858.0,5.75,858.0,1304.7500000000005,20,36021.675,12093.191709295075,37693.0,18317.625,37693.0,55739.725,20,-35070.025,12063.440845746118,-36837.0,18312.375,-36837.0,-18854.149999999998,-40166.151875,-29823.366250000003,0.029346820859786366,0.024446434511125888,0.03510244504786563,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,output_tokens,20,20,20,198.675,94.68441696387782,162.75,74.25,162.75,394.5250000000001,20,2532.025,731.2278872050189,2481.25,1138.875,2481.25,3496.2250000000004,20,-2333.35,710.7274646074742,-2254.5,971.25,-2254.5,-1281.975,-2646.23875,-2040.4493750000001,0.08198076950242544,0.067810631988626,0.09745188650176333,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,reasoning_tokens,20,20,20,29.075,54.88247611223938,0.0,38.25,0.0,126.00000000000006,20,1862.875,679.3031234674485,1752.0,1032.25,1752.0,2964.75,20,-1833.8,667.0523612367915,-1711.0,892.25,-1711.0,-884.85,-2128.7287499999998,-1558.09375,0.014659611393618566,0.004777875196558048,0.02637673579054259,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,mean_of_two_runs,local_retrieval_ms,20,0,20,261.6990002716193,35.056277309671216,270.51897646742873,8.1552871997701,270.51897646742873,276.4972768316511,0,,,,,,,0,,,,,,,,,,,,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,total_estimated_cost_usd,20,20,20,0.007987649999999999,0.0034562833594088196,0.00656,0.0016710000000000006,0.00656,0.01567125,20,0.2195316,0.07661162962769116,0.2148756,0.1074505,0.2148756,0.33650295,20,-0.21154395,0.07543257370608326,-0.2084416,0.10603099999999999,-0.2084416,-0.10868995,-0.24396350125,-0.17989832875000003,0.03928036814263392,0.032579955297879375,0.04705006793687773,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,end_to_end_ms,20,20,20,4020.2643181022722,1473.201699729298,3428.4822774934582,1188.99716634769,3428.4822774934582,6346.8681081663835,20,46739.2215328,24438.96556289037,41917.056839505676,23325.99369698437,41917.056839505676,105984.65449979994,20,-42718.95721469773,24327.488915445767,-38650.66139854025,19118.946018686984,-38650.66139854025,-20850.96546390559,-54051.386187582684,-33200.00974116411,0.10235008893402828,0.08211443588510017,0.12421685518651553,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,api_wall_ms,20,20,20,3571.7528381443117,1492.7284978683729,2955.7769369566813,1186.9997599860653,2955.7769369566813,5954.368658520982,20,46601.6391301353,24416.842402387487,41775.362418498844,23343.76653129584,41775.362418498844,105787.52513387008,20,-43029.88629199099,24329.064175570875,-38962.02389948303,19011.863548803376,-38962.02389948303,-21158.07769533712,-54322.65209508041,-33492.72478086613,0.0910095533556276,0.07215202108070905,0.11165566634900724,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,time_to_first_token_ms,20,20,20,1491.529610392172,961.3594907571099,1138.4333479800262,761.4458817406558,1138.4333479800262,2898.460737493589,20,39052.58213533671,23441.85199529902,33213.707865506876,21336.737929610536,33213.707865506876,96179.76084191469,20,-37561.052524944535,23510.47691077269,-32014.637652027886,18897.594751120778,-32014.637652027886,-16627.57775270729,-48638.39215048574,-28457.118408598035,0.04967753223783277,0.03521030533239658,0.06579963151935399,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,total_tokens,20,20,20,1149.6,337.3750684951472,1018.0,80.25,1018.0,1844.2500000000002,20,38169.1,12204.138197651173,36855.5,17851.25,36855.5,58782.8,20,-37019.5,12118.157014210232,-35486.5,17713.0,-35486.5,-22149.3,-42292.95875,-31957.475,0.03254293370934023,0.027666651521941123,0.03783598553430532,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,input_tokens,20,20,20,951.65,258.38023286784556,858.0,5.75,858.0,1304.7500000000005,20,35500.4,11573.289590122686,34661.5,17716.75,34661.5,55548.1,20,-34548.75,11536.089558538959,-33435.0,17613.75,-33435.0,-20424.95,-39594.6175,-29679.865,0.029318925932496052,0.024829485831769957,0.034566901538424025,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,output_tokens,20,20,20,197.95,109.32543162503407,155.5,84.0,155.5,393.5500000000001,20,2668.7,817.9543868379021,2554.0,1176.5,2554.0,3889.05,20,-2470.75,781.9183478033873,-2392.5,1066.0,-2392.5,-1358.5499999999997,-2805.105,-2136.145,0.07684937184370856,0.06250698629827679,0.09281014338503597,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,reasoning_tokens,20,20,20,27.55,61.60013243321376,0.0,13.0,0.0,107.60000000000011,20,2013.45,757.4701296872512,2000.5,1181.0,2000.5,3218.65,20,-1985.9,743.2383551940649,-2000.5,1015.5,-2000.5,-1034.5999999999997,-2298.6025,-1667.5400000000002,0.012426333446327658,0.002812216510432416,0.024462068937667683,10000,question_id
gpt56_sol_high,not_covered_by_local_corpus,1_primary,local_retrieval_ms,20,0,20,260.4350988054648,34.75479874379707,268.77498551039025,7.841260056011379,268.77498551039025,277.00334955588914,0,,,,,,,0,,,,,,,,,,,,10000,question_id
